,path,author,sex,birthday,header,created,sphere,genre_fi,type,topic,chronotop,style,audience_age,audience_level,audience_size,source,publication,publisher,publ_year,medium,subcorpus,tagging,words
10,post1950/fiction_mem/bogomolov/bogov001,Владимир Богомолов,муж,1926,Момент истины (В августе сорок четвертого...),1973,художественная,нежанровая проза,роман,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,очень большая,http://text.net.ru http://textshare.da.ru http://textshare.tsx.org,Богомолов В. О. Избранное,М.: Дружба народов,1996.0,книга,ПК письменных текстов,none,116016
11,post1950/fiction_mem/bondarev/shore,Юрий Бондарев,муж,1924,Берег,1975,художественная,нежанровая проза,роман,,Европа: 1-я пол. XX в.|Европа: 2-я пол. XX в,нейтральный,н-возраст,н-уровень,очень большая,http://www.lib.ru/PROZA/BONDAREW/shore.txt,Бондарев Ю. Берег,Молодая гвардия,1972.0,книга,ПК письменных текстов,none,120812
12,post1950/fiction_mem/bondarev/sneg,Юрий Бондарев,муж,1924,Горячий снег,1969,художественная,нежанровая проза,повесть,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,очень большая,http://www.fictionbook.ru/ru/author/bondarev_yuriyi/goryachiyi_sneg/,Бондарев Ю. Горячий снег,Лениздат,1983.0,книга,ПК письменных текстов,none,104326
13,post1950/fiction_mem/bykov/orfogr,Дмитрий Быков,муж,1967,Орфография,2002,художественная,нежанровая проза,роман,,Россия: 1914-1920,нейтральный,н-возраст,н-уровень,большая,"Быков Д. «Орфография». ― М.: Вагриус, 2003",Быков Д. «Орфография»,Вагриус,2003.0,книга,ПК письменных текстов,none,187411
14,post1950/fiction_mem/danilyuk/biznes-klass,Семен Данилюк,муж,1951,Бизнес-класс,2003,художественная,"детектив, боевик",роман,,Россия: постсоветский период,сниженный,н-возраст,н-уровень,большая,"Семен Данилюк. Бизнес-класс. М.: Вагриус, 2003",Семен Данилюк. Бизнес-класс,Вагриус,2003.0,книга,ПК письменных текстов,none,101642
15,post1950/fiction_mem/danin/danin,Д. С. Данин,муж,1914,Нильс Бор,1969-1975,публицистика | нехудожественная,,биография,наука и технологии|физика,,нейтральный,н-возраст,н-уровень,большая,"Данин Д. С. Нильс Бор. - М.: «Молодая гвардия», 1978",Данин Д. С. Нильс Бор,«Молодая гвардия»,1978.0,книга,ПК письменных текстов,none,161269
16,post1950/fiction_mem/demidova/demido01,А. С. Демидова,жен,1936,Бегущая строка памяти,2000,публицистика | нехудожественная,,мемуары,искусство и культура|частная жизнь,Россия/СССР: 1960-1980|Россия/СССР: перестройка|Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/o/ostrowskij_a_n/,"«Бегущая строка памяти», Москва, «Эксмо-Пресс», 2000",,2000.0,книга,ПК письменных текстов,none,118164
17,post1950/fiction_mem/dudincev/dudincev2,Владимир Дудинцев,муж,1918,Не хлебом единым,1956,художественная,нежанровая проза,роман,,Россия/СССР: 1950-е,нейтральный,н-возраст,н-уровень,большая,"Дудинцев В. Не хлебом единым. ― М.: Советский писатель, 1958",Дудинцев В. Не хлебом единым,«Советский писатель»,1957.0,книга,ПК письменных текстов,none,120973
18,post1950/fiction_mem/durnov/vrach,Лев Дурнов,муж,1931,Жизнь врача. Записки обыкновенного человека,2001,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Л. Дурнов. Жизнь врача. Записки обыкновенного человека. М.: Вагриус, 2001",Л. Дурнов. Жизнь врача. Записки обыкновенного человека,Вагриус,2001.0,книга,ПК письменных текстов,none,100264
19,post1950/fiction_mem/efremov/lezvie,И. А. Ефремов,муж,1908,Лезвие бритвы,1959-1963,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,http://russf.ru,,,,книга,ПК письменных текстов,none,189426
20,post1950/fiction_mem/efremov_i/chas,И. А. Ефремов,муж,1908,Час быка,1968-1969,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,http://bookZ.ru,,,,книга,ПК письменных текстов,none,124873
21,post1950/fiction_mem/german_y/dearmy,Юрий Герман,муж,1910,Дорогой мой человек,1961,художественная,нежанровая проза,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,очень большая,"Юрий Герман. Дорогой мой человек. М.: «Правда», 1990",Юрий Герман. Дорогой мой человек,«Правда»,1990.0,книга,ПК письменных текстов,none,168884
22,post1950/fiction_mem/ginzburg_e/ginsburg2,Е. С. Гинзбург,жен,1906,Крутой маршрут: Часть 2,1975-1977,публицистика | нехудожественная,,мемуары,,Россия/СССР: 1930-е|Россия/СССР: 1946-1952,нейтральный,н-возраст,н-уровень,большая,"Евгения Гинзбург. Крутой маршрут. ― М.: «Советский писатель», 1990",Евгения Гинзбург. Крутой маршрут,«Советский писатель»,1990.0,книга,ПК письменных текстов,none,153302
23,post1950/fiction_mem/gluxovsky/metro2033,Дмитрий Глуховский,муж,1979,Метро 2033,2005,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,большая,"Д. Глуховский. Метро 2033. М.: Эксмо, 2005",Д. Глуховский. Метро 2033,Эксмо,2005.0,книга,ПК письменных текстов,none,156753
24,post1950/fiction_mem/golovanov/ostrov,Василий Голованов,муж,1960,"Остров, или оправдание бессмысленных путешествий",2002,публицистика | нехудожественная,,монография,путешествия,,нейтральный,н-возраст,н-уровень,большая,"Василий Голованов. Остров, или оправдание бессмысленных путешествий. М.: Вагриус, 2002","В. Голованов. Остров, или оправдание бессмысленных путешествий",Вагриус,2002.0,книга,ПК письменных текстов,none,129971
25,post1950/fiction_mem/granin/idu_na_grozu,Даниил Гранин,муж,1919,Иду на грозу,1962,художественная,нежанровая проза,роман,,Россия/СССР: 1950-е,нейтральный,н-возраст,н-уровень,большая,"Даниил Гранин. Иду на грозу. - М., «Молодая гвардия», 1966",Даниил Гранин. Иду на грозу,«Молодая гвардия»,1966.0,книга,ПК письменных текстов,none,100843
26,post1950/fiction_mem/granin/iskateli,Даниил Гранин,муж,1919,Искатели,1954,художественная,нежанровая проза,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,очень большая,"Даниил Гранин. Искатели. Л., Лениздат, 1979",Даниил Гранин. Искатели,Лениздат,1979.0,книга,ПК письменных текстов,none,118482
27,post1950/fiction_mem/gurchenko/gurchenko_appl,Людмила Гурченко,жен,1935,Аплодисменты,1994-2003,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Людмила Гурченко. Аплодисменты. ― М.: Вагриус, 2004",Людмила Гурченко. Аплодисменты,Вагриус,2004.0,книга,ПК письменных текстов,none,180893
28,post1950/fiction_mem/iskander/sandro01,Фазиль Искандер,муж,1929,Сандро из Чегема (Книга 1),1989,художественная,юмор и сатира,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Ф. А. Искандер. «Сандро из Чегема». Кн. 1. М.: «Московский рабочий», 1989. «Общий текст» (TextShare) http://textshare.da.ru/",Ф. А. Искандер. «Сандро из Чегема». Кн. 1,«Московский рабочий»,1989.0,книга,ПК письменных текстов,none,143335
29,post1950/fiction_mem/iskander/sandro02,Фазиль Искандер,муж,1929,Сандро из Чегема (Книга 2),1989,художественная,юмор и сатира,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Ф. А. Искандер. «Сандро из Чегема». Кн. 2. М.: «Московский рабочий», 1989. «Общий текст» (TextShare) http://textshare.da.ru/",Ф. А. Искандер. «Сандро из Чегема». Кн. 2,«Московский рабочий»,1989.0,книга,ПК письменных текстов,none,143420
30,post1950/fiction_mem/iskander/sandro03,Фазиль Искандер,муж,1929,Сандро из Чегема (Книга 3),1989,художественная,юмор и сатира,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Ф. А. Искандер. «Сандро из Чегема». Кн. 3. М.: «Московский рабочий», 1989. «Общий текст» (TextShare) http://textshare.da.ru/",Ф. А. Искандер. «Сандро из Чегема». Кн. 3,«Московский рабочий»,1989.0,книга,ПК письменных текстов,none,136184
31,post1950/fiction_mem/kabo/rovesniki,Л. Р. Кабо,жен,1917,Ровесники Октября,"1964, 1997",художественная,документальная проза,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,http://lit.lib.ru/k/kabo_l_r/rovesniki.shtml,,,,электронный текст,ПК письменных текстов,none,116959
32,post1950/fiction_mem/kaverin/otkr_kniga,В. А. Каверин,муж,1902,Открытая книга,1949-1956,художественная,нежанровая проза,роман,,Россия: 1-я пол. XX в,нейтральный,н-возраст,н-уровень,очень большая,"Каверин В. Открытая книга. М.: «Советская Россия» , 1969 belousenkolib.narod.ru",Каверин В. Открытая книга,«Советская Россия»,1969.0,книга,ПК письменных текстов,none,213886
33,post1950/fiction_mem/konetsky/zaboty,Виктор Конецкий,муж,1929,Вчерашние заботы,1979,художественная,документальная проза,повесть,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,очень большая,"Конецкий В. Вчерашние заботы: Повесть-странствие. Л.: Советский писатель, 1990",Конецкий В. Начало конца комедии,Советский писатель,1990.0,книга,ПК письменных текстов,none,105291
34,post1950/fiction_mem/kornilov/kornil01,Владимир Корнилов,,,Демобилизация,1969-1971,художественная,нежанровая проза,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Корнилов В. Демобилизация. Франкфурт-на-Майне: «Посев», 1976",Корнилов В. Демобилизация,«Посев»,1980.0,книга,ПК письменных текстов,none,144453
35,post1950/fiction_mem/kozhevnikov_v/sch_i_m1,Вадим Кожевников,муж,1909,Щит и меч. Книга первая,1968,художественная,приключения,роман,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,очень большая,"Вадим Кожевников. Щит и меч. ― М.: Советский писатель, 1968",Советский писатель,Советский писатель,1968.0,книга,ПК письменных текстов,none,138458
36,post1950/fiction_mem/kozhevnikov_v/sch_i_m2,Вадим Кожевников,муж,1909,Щит и меч. Книга вторая,1968,художественная,приключения,роман,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,очень большая,"Вадим Кожевников. Щит и меч. ― М.: Советский писатель, 1968",Советский писатель,Советский писатель,1968.0,книга,ПК письменных текстов,none,137907
37,post1950/fiction_mem/kucherskaya/tjotja_motja,Майя Кучерская,жен,1970,Тетя Мотя,2012,художественная,нежанровая проза,роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"М. Кучерская. Тетя Мотя. «Знамя», 2012 N7-8",«Знамя»,,2012.0,журнал,ПК письменных текстов,none,112580
38,post1950/fiction_mem/ladinsky/anna,А. П. Ладинский,муж,1895,Анна Ярославна ― королева Франции,1960,художественная,историческая проза,роман,,Средние века,нейтральный,н-возраст,н-уровень,большая,"Ладинский А. П. Когда пал Херсонес. Анна Ярославна — королева Франции. - Минск: «Наука и техника», 1989",Ладинский А. П. Когда пал Херсонес. Анна Ярославна — королева Франции,«Наука и техника»,1989.0,книга,ПК письменных текстов,none,117558
39,post1950/fiction_mem/ladinsky/karakalla,А. П. Ладинский,муж,1895,В дни Каракаллы,1959,художественная,историческая проза,роман,,античность,нейтральный,н-возраст,н-уровень,большая,"Ладинский А. П. В дни Каракаллы. ― Мн.: «Мастацкая литаратура», 1987",Ладинский А. П. В дни Каракаллы,«Мастацкая литаратура»,1987.0,книга,ПК письменных текстов,none,120037
40,post1950/fiction_mem/ladinsky/monomax,А. П. Ладинский,муж,1895,Последний путь Владимира Мономаха,1960,художественная,историческая проза,роман,,Средние века,нейтральный,н-возраст,н-уровень,большая,"Ладинский Антонин. Последний путь Владимира Мономаха. Минск: «Мастацкая литаратура», 1987",Ладинский Антонин. Последний путь Владимира Мономаха,«Мастацкая литаратура»,1987.0,книга,ПК письменных текстов,none,123032
41,post1950/fiction_mem/lasarchuk/posmotri,Андрей Лазарчук|Михаил Успенский,муж,1958,Посмотри в глаза чудовищ,1996,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,http://russf.ru,А. Лазарчук. Посмотри в глаза чудовищ,АСТ,1997.0,книга,ПК письменных текстов,none,140714
42,post1950/fiction_mem/lichutin/ljubostaj,Владимир Личутин,муж,1940,Любостай,1987,художественная,нежанровая проза,роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Личутин В. В. Любостай. М.: «Современник», 1990",Личутин В. В. Любостай,«Современник»,1990.0,книга,ПК письменных текстов,none,126227
43,post1950/fiction_mem/mamardashvili/kart,Мераб Мамардашвили,муж,1930,Картезианские размышления,1981-1993,учебно-научная | нехудожественная,,монография,наука и технологии|философия,,нейтральный,н-возраст,высокий,большая,Мамардашвили М. Картезианские размышления. ― М.: 1993,Мамардашвили М. Картезианские размышления,,1993.0,книга,ПК письменных текстов,none,104019
44,post1950/fiction_mem/marinina/platit,Александра Маринина,жен,1957,За все надо платить,1995,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. За все надо платить. М.: ЭКСМО, 2006",Александра Маринина. За все надо платить,ЭКСМО,2006.0,книга,ПК письменных текстов,none,116977
45,post1950/fiction_mem/marinina/masque,Александра Маринина,жен,1957,Чужая маска,1996,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. Чужая маска. М.: ЭКСМО, 2006",Александра Маринина. Чужая маска,ЭКСМО,2006.0,книга,ПК письменных текстов,none,110516
46,post1950/fiction_mem/marinina/palach,Александра Маринина,жен,1957,Не мешайте палачу,1996,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. Не мешайте палачу. М.: ЭКСМО, 1998",Александра Маринина. Не мешайте палачу,ЭКСМО,1998.0,книга,ПК письменных текстов,none,123774
47,post1950/fiction_mem/marinina/grex,Александра Маринина,жен,1957,Иллюзия греха,1996,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. Иллюзия греха. М.: ЭКСМО, 2007",Александра Маринина. Иллюзия греха,ЭКСМО,2007.0,книга,ПК письменных текстов,none,121490
48,post1950/fiction_mem/marinina/igry,Александра Маринина,жен,1957,Мужские игры,1997,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. Мужские игры. М.: ЭКСМО, 2006",Александра Маринина. Мужские игры,ЭКСМО,2006.0,книга,ПК письменных текстов,none,130885
49,post1950/fiction_mem/marinina/rassvet,Александра Маринина,жен,1957,Последний рассвет,2013,художественная,"детектив, боевик",роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Александра Маринина. Последний рассвет. М.: ЭКСМО, 2013",Александра Маринина. Последний рассвет. Т. 1,ЭКСМО,2013.0,книга,ПК письменных текстов,none,107283
50,post1950/fiction_mem/medvedev/medvedev_stalin,Рой Медведев,муж,1925,О Сталине и сталинизме. Исторические очерки,1989,публицистика | нехудожественная,,очерк|цикл,политика и общественная жизнь|история,,нейтральный,н-возраст,н-уровень,большая,"«Знамя», №№ 1-4, 1989 http://www.belousenko.com",«Знамя»,,1989.0,журнал,ПК письменных текстов,none,100506
51,post1950/fiction_mem/nabokov/lolita,В. В. Набоков,муж,1899,Лолита,1967,художественная,нежанровая проза,роман,,Америка: 2-я пол. XX в,нейтральный,н-возраст,н-уровень,очень большая,"Владимир Набоков. Лолита.― М.: «Текст», 1998",Владимир Набоков. Лолита,«Текст»,1998.0,книга,ПК письменных текстов,none,102076
52,post1950/fiction_mem/okudzhava/diletanty,Булат Окуджава,муж,1924,Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари),1971-1977,художественная,историческая проза,роман,,Россия: XIX век,нейтральный,н-возраст,н-уровень,очень большая,"Окуджава Б. Ш. Путешествие дилетантов. М: «Современник», 1990",Окуджава Б. Ш. Путешествие дилетантов,«Современник»,1990.0,книга,ПК письменных текстов,none,164548
53,post1950/fiction_mem/orlov/altois01,Владимир Орлов,муж,1936,Альтист Данилов,1980,художественная,нежанровая проза,роман,,Россия/СССР: 1960-1980-е|ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,"Владимир Орлов. Альтист Данилов. М.: Советский писатель, 1981",Владимир Орлов. Альтист Данилов,Советский писатель,1981.0,книга,ПК письменных текстов,none,140496
54,post1950/fiction_mem/oseeva/dinka,Валентина Осеева,жен,1902,Динка,1959,художественная,детская,роман,,Россия: 1900-1914,нейтральный,подростковый,н-уровень,очень большая,"Осеева В. А. Динка. Л.: Лениздат, 1991",Осеева В. А. Динка,Лениздат,1991.0,книга,ПК письменных текстов,none,173643
55,post1950/fiction_mem/osipov/foma1,Сергей Осипов,муж,,Страсти по Фоме. Книга первая. Изгой,1998,художественная,нежанровая проза,роман,,Россия: постсоветский период|ирреальный мир,нейтральный,н-возраст,н-уровень,большая,"Сергей Осипов. Страсти по Фоме. М.: Вагриус, 2003",Сергей Осипов. Страсти по Фоме,Вагриус,2003.0,книга,ПК письменных текстов,none,141221
56,post1950/fiction_mem/osipov/foma3,Сергей Осипов,муж,,Страсти по Фоме. Книга третья. Книга Перемен,1998,художественная,нежанровая проза,роман,,Россия: постсоветский период|ирреальный мир,нейтральный,н-возраст,н-уровень,большая,"Сергей Осипов. Страсти по Фоме. М.: Вагриус, 2003",Сергей Осипов. Страсти по Фоме,Вагриус,2003.0,книга,ПК письменных текстов,none,107308
57,post1950/fiction_mem/parnov/gemma,Еремей Парнов,муж,1935,Александрийская гемма,1990,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,"Е. И. Парнов. Александрийская гемма. ― М.: Московский рабочий, 1992",Е. И. Парнов. Александрийская гемма,Московский рабочий,1992.0,книга,ПК письменных текстов,none,102964
58,post1950/fiction_mem/parnov/shiva,Еремей Парнов,муж,1935,Третий глаз Шивы,1985,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,очень большая,"Е. И. Парнов. Третий глаз Шивы. - М.: Детская литература, 1985",Е. И. Парнов. Третий глаз Шивы,Детская литература,1985.0,книга,ПК письменных текстов,none,149621
59,post1950/fiction_mem/pelevin/pelevin_snuff,Виктор Пелевин,муж,1962,S.N.U.F.F,2011,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,большая,"В. Пелевин. S.N.U.F.F. М.: ЭКСМО, 2012 lib.rus.ec",В. Пелевин. S.N.U.F.F,«Эксмо»,2012.0,книга,ПК письменных текстов,none,107068
60,post1950/fiction_mem/peskov/zemlja_oc,Василий Песков|Борис Стрельников,муж,1930|1923,Земля за океаном,1977,публицистика | нехудожественная,,монография,политика и общественная жизнь|путешествия,,нейтральный,н-возраст,н-уровень,большая,"Песков В. М., Стрельников Б. Г. Земля за океаном. ― М.: Молодая гвардия, 1977 - http://www.fictionbook.ru/author/peskov_vasiliyi_mihayilovich/zemlya_za_okeanom/peskov_zemlya_za_okeanom.xhtmll","Василий Песков, Борис Стрельников. Земля за океаном",Молодая гвардия,1977.0,книга,ПК письменных текстов,none,124599
61,post1950/fiction_mem/petrosjan/petrosjan_dom_v_kotorom,Мариам Петросян,жен,1969,"Дом, в котором...",2009,художественная,фантастика,роман,,ирреальный мир,нейтральный,н-возраст,н-уровень,большая,"Мариам Петросян. Дом, в котором… М.: «Гаятри», 2009 lib.rus.ec","Мариам Петросян. Дом, в котором…",«Гаятри»,2009.0,книга,ПК письменных текстов,none,231183
62,post1950/fiction_mem/rubanov/rub_sazhajte,Андрей Рубанов,муж,1969,"Сажайте, и вырастет",2005,художественная,документальная проза,роман,,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"А. В. Рубанов. «Сажайте, и вырастет». СПб.―М. : «Лимбус Пресс», 2006","А. В. Рубанов. «Сажайте, и вырастет»",«Лимбус Пресс»,2006.0,книга,ПК письменных текстов,none,124403
63,post1950/fiction_mem/simonov_k/zhim1,Константин Симонов,муж,1915,Живые и мертвые,1955-1959,художественная,нежанровая проза,роман,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,очень большая,"К. Симонов. Живые и мертвые. ― М.: Художественая литература, 1989",К. Симонов. Живые и мертвые,Художественая литература,1989.0,книга,ПК письменных текстов,none,147783
64,post1950/fiction_mem/solzhenicyn/gulag1_2,А. И. Солженицын,муж,1918,Архипелаг ГУЛаг,1958-1973,публицистика | нехудожественная,,монография,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://orel.rsl.ru,,,,книга,ПК письменных текстов,none,162656
65,post1950/fiction_mem/tarpishchev/match,Шамиль Тарпищев,муж,1948,Самый долгий матч,1999,публицистика | нехудожественная,,мемуары,спорт,Россия: постсоветский период,нейтральный,н-возраст,н-уровень,большая,"Шамиль Тарпищев. Самый долгий матч. М.: Вагриус, 1999",Ш. Тарпищев. Самый долгий матч,Вагриус,1999.0,книга,ПК письменных текстов,none,114811
66,post1950/fiction_mem/terexov/most,Александр Терехов,муж,1966,Каменный мост,1997-2008,художественная,нежанровая проза,роман,,Россия: постсоветский период|Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"А. Терехов. Каменный мост. - М.: АСТ―Астрель, 2010",А. Терехов. Каменный мост,АСТ―Астрель,2009.0,книга,ПК письменных текстов,none,206978
67,post1950/fiction_mem/trifonov/neterpenie,Ю. В. Трифонов,муж,1925,Нетерпение,1973,художественная,документальная проза|историческая проза,роман,,Россия: XIX в,нейтральный,н-возраст,н-уровень,очень большая,"Трифонов Ю. В. Собр. соч.: В 4-х томах. Том третий. М., «Художественная литература», 1986",Трифонов Ю. В. Собр. соч.: В 4-х томах. Том третий,«Художественная литература»,1986.0,книга,ПК письменных текстов,none,126533
68,post1950/fiction_mem/trifonov/zhazhda,Юрий Трифонов,муж,1925,Утоление жажды,1959-1962,художественная,нежанровая проза,роман,,Россия/СССР: советский период,,н-возраст,н-уровень,большая,"Ю. В. Трифонов. Утоление жажды. М.: «Советский писатель», 1970",Ю. В. Трифонов. Утоление жажды,«Советский писатель»,1970.0,книга,ПК письменных текстов,none,106747
69,post1950/fiction_mem/vajnery/lekarstvo,"Аркадий Вайнер, Георгий Вайнер",муж,1931|1938,Лекарство против страха,1987,художественная,"детектив, боевик",роман,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,очень большая,"Братья Вайнеры. Лекарство против страха. М.: «Советский писатель» , 1986",Братья Вайнеры. Лекарство против страха,«Советский писатель»,1986.0,книга,ПК письменных текстов,none,101543
70,post1950/fiction_mem/vesnik/daru,Евгений Весник,муж,1923,"Дарю, что помню",1997,публицистика | нехудожественная,,мемуары,,Россия/СССР: советский период,нейтральный,н-возраст,н-уровень,большая,"Евгений Весник. Дарю, что помню. М.: Вагриус, 1997","Евгений Весник. Дарю, что помню",Вагриус,1997.0,книга,ПК письменных текстов,none,106603
71,post1950/fiction_mem/vladimov/general,Г. Н. Владимов,муж,1931,Генерал и его армия,1994,художественная,нежанровая проза,роман,,Россия/СССР: 1941-1945,нейтральный,н-возраст,н-уровень,большая,"Владимов Г. Генерал и его армия. – М.: «Книжная палата», 1997 http://www.rmvoz.ru/lib/rossija_proza/vladimov/vladimov_generall",Владимов Г. Генерал и его армия,«Книжная палата»,1997.0,книга,ПК письменных текстов,none,124847
72,post1950/forum/eva_ru/142/142,,,,Беременность: Планирование беременности (форум),2005,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,111060
73,post1950/forum/eva_ru/33/33,,,,"Красота, здоровье, отдых: Красота (форум)",2005,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,114328
74,post1950/forum/eva_ru/41/41,,,,Женщина + мужчина: Секс (форум),2004,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,127382
75,post1950/forum/eva_ru/42/42,,,,Женщина + мужчина: Психология любви (форум),2004,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,139137
76,post1950/forum/eva_ru/49/49,,,,Женщина + мужчина: Брак (форум),2004,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,216815
77,post1950/forum/eva_ru/54/54,,,,Наши дети: Малыши до года (форум),2004,электронная коммуникация | нехудожественная,,форум,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,http://www.eva.ru/static/forums/,Форум на eva.ru,,2005.0,электронный текст,ПК электронной коммуникации,none,119807
78,post1950/minor_publ/admarg/proxanov,Александр Проханов,муж,1938,Господин Гексоген,2001,художественная,нежанровая проза,роман,,Россия: постсоветский период,нейтральный,взрослый,н-уровень,большая,"А. Проханов. Господин Гексоген. М.: Ad Marginem, 2001",А. Проханов. Господин Гексоген,Ad Marginem,2001.0,книга,ПК письменных текстов,none,127802
79,post1950/minor_publ/palmira/parma,Алексей Иванов,муж,1969,Сердце Пармы,2000,художественная,историческая проза,роман,,Россия: XV век|Азия: XV век,нейтральный,н-возраст,н-уровень,большая,"Иванов А. Сердце Пармы. ― М.: Пальмира, 2003",Иванов А. Сердце Пармы,Пальмира,2003.0,книга,ПК письменных текстов,none,123765
80,post1950/minor_publ/zven_agr/daniel,Юлий Даниэль,муж,1925,Письма из заключения,1966-1970,бытовая | нехудожественная,,письмо личное,частная жизнь,,нейтральный,н-возраст,н-уровень,малая,"Юлий Даниэль. «Я всё сбиваюсь на литературу…» Письма из заключения. Стихи. Общество «Мемориал». Издательство «Звенья». Москва, 2000",Юлий Даниэль. «Я всё сбиваюсь на литературу…» Письма из заключения. Стихи,«Звенья»,2000.0,книга,ПК письменных текстов,none,215980
81,post1950/nauka/art/yeremeeva/isk_rus,С. А. Еремеева,жен,,Лекции по русскому искусству,2000,учебно-научная | нехудожественная,,лекция|цикл,наука и технологии|искусствоведение,,нейтральный,н-возраст,н-уровень,средняя,http://vvvasilyev.narod.ru/hist-isk/,,,,электронный текст,ПК письменных текстов,none,143453
82,post1950/nauka/bio/anatomy,Рудольф Самусев|Юрий Селин,муж,1940-1950,Анатомия человека,2003,учебно-научная | нехудожественная,,учебник,наука и технологии|биология,,нейтральный,молодежный,н-уровень,большая,"Самусев Р. П., Селин Ю. Анатомия человека. М.: Мир и Образование, 2003","Самусев Р. П., Селин Ю. Анатомия человека. М.: Мир и Образование, 2003",Мир и Образование,2003.0,книга,ПК письменных текстов,none,114368
83,post1950/nauka/bio/zhiltsova/fauna,Л. Жильцова,жен,,Веснянки (plecoptera). Группа euholognatha,2003,учебно-научная | нехудожественная,,монография,наука и технологии|биология,,специальный,н-возраст,высокий,средняя,"Л. Жильцова. Веснянки (plecoptera). Группа euholognatha. СПб: СПИФ «Наука» РАН, 2003",Л. Жильцова. Веснянки (plecoptera). Группа euholognatha,СПИФ «Наука» РАН,2003.0,книга,ПК письменных текстов,none,193076
